experiment_id,model_name,chunk_size,prompt_type,example_num,transformation_method,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,level_type,chunk_size_category
87,gpt-4o,1421,chain_of_thought,1.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5729722191907066,0.5729722191907066,0.6871615312791785,0.5958613748529716,0.5958613748529716,0.7042350273442712,0.6620370370370371,0.6620370370370371,0.75027027027027,UTL,medium
88,gpt-4o,1421,chain_of_thought,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5454812227921471,0.5454812227921471,0.6547085500867016,0.561367577333964,0.561367577333964,0.6708683473389356,0.6335697399527189,0.6335697399527189,0.719822812846069,UTL,medium
89,gpt-4o,1421,chain_of_thought,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5513635757333236,0.5513635757333236,0.6591503267973857,0.5672499302751405,0.5672499302751405,0.67531012404962,0.6351829988193625,0.6351829988193625,0.7212389380530969,UTL,medium
90,gpt-4o,1421,chain_of_thought,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5137485297149162,0.5137485297149162,0.6015939709217021,0.5276740999430074,0.5276740999430074,0.6169601173802856,0.6089049338146815,0.6089049338146815,0.6848691695108077,UTL,medium
91,gpt-4o,1421,chain_of_thought,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5193307626080734,0.5193307626080734,0.6024609843937576,0.5332563328361646,0.5332563328361646,0.6180605575563559,0.6089049338146815,0.6089049338146815,0.677345537757437,UTL,medium
92,gpt-4o,633,chain_of_thought,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5861944777911166,0.5861944777911166,0.6705949046285181,0.6741696678671469,0.6741696678671469,0.7479258370014673,0.7184035476718406,0.7184035476718406,0.7675906183368868,STL,small
93,gpt-4o,633,chain_of_thought,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5882352941176472,0.5882352941176472,0.6690076030412164,0.6752034146992131,0.6752034146992131,0.7468387354941978,0.7254685777287762,0.7254685777287762,0.774125132555673,STL,small
94,gpt-4o,633,chain_of_thought,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5160494500830634,0.5160494500830634,0.5892690409497133,0.5840899996362181,0.5840899996362181,0.6739162331599307,0.6479532163742694,0.6479532163742694,0.7098214285714288,STL,small
95,gpt-4o,633,chain_of_thought,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5246328834564127,0.5246328834564127,0.5988528744831266,0.5889319364109281,0.5889319364109281,0.6776910764305724,0.6495327102803735,0.6495327102803735,0.71412680756396,STL,small
96,gpt-4o,633,chain_of_thought,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4699510107073131,0.4699510107073131,0.5649926637321594,0.5055185710647894,0.5055185710647894,0.6033613445378151,0.5936739659367398,0.5936739659367398,0.6818700114025086,STL,small
97,gpt-4o,633,chain_of_thought,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4761734997029114,0.4761734997029114,0.5690742963852208,0.5072059126680974,0.5072059126680974,0.6002867813792183,0.5936739659367398,0.5936739659367398,0.6788571428571428,STL,small
98,gpt-4o,633,chain_of_thought,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4768937878181575,0.4768937878181575,0.5589769241029746,0.4989759540179707,0.4989759540179707,0.5865879685207417,0.5902439024390245,0.5902439024390245,0.6682027649769585,STL,small
99,gpt-4o,633,chain_of_thought,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4908593740526513,0.4908593740526513,0.5792850473522742,0.5067790752664701,0.5067790752664701,0.6000733626784047,0.5987878787878785,0.5987878787878785,0.677345537757437,STL,small
100,gpt-4o,633,chain_of_thought,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5937775110044019,0.5937775110044019,0.6772909163665467,0.6694077631052422,0.6694077631052422,0.7437441643323996,0.7184035476718406,0.7184035476718406,0.7689030883919066,UTL,small
101,gpt-4o,633,chain_of_thought,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5911964785914366,0.5911964785914366,0.6769174336401228,0.669967987194878,0.669967987194878,0.745044684540483,0.719822812846069,0.719822812846069,0.7702127659574473,UTL,small
102,gpt-4o,633,chain_of_thought,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5152727757769773,0.5152727757769773,0.6153061224489795,0.5645288418397663,0.5645288418397663,0.6723022542350274,0.638398115429918,0.638398115429918,0.7069351230425062,UTL,small
103,gpt-4o,633,chain_of_thought,1.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5120714952647725,0.5120714952647725,0.6144657863145259,0.5647689378781816,0.5647689378781816,0.6743030545551555,0.638398115429918,0.638398115429918,0.7083798882681565,UTL,small
104,gpt-4o,633,chain_of_thought,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5044848242327233,0.5044848242327233,0.614499132986528,0.545621278814556,0.545621278814556,0.6546151794050954,0.6205250596658708,0.6205250596658708,0.7069351230425062,UTL,small
105,gpt-4o,633,chain_of_thought,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4859974292747401,0.4859974292747401,0.5942176870748299,0.5241326833763806,0.5241326833763806,0.6324463118580766,0.6072289156626502,0.6072289156626502,0.6923076923076923,UTL,small
106,gpt-4o,633,chain_of_thought,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4897989498829834,0.4897989498829834,0.5875550220088036,0.5241326833763806,0.5241326833763806,0.6249633186607977,0.6004842615012106,0.6004842615012106,0.6803652968036534,UTL,small
107,gpt-4o,633,chain_of_thought,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4936805025040318,0.4936805025040318,0.5991196478591437,0.5288545721318829,0.5288545721318829,0.6377684407096172,0.6055488540410133,0.6055488540410133,0.6908267270668177,UTL,small
